ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_10r3CxJkfaNA3AM,male,34,English,Never,Never,None,No,Maybe,Yes,Not really sure,KhyaKheu,Female,First,Khya,pleasant
R_10r3CxJkfaNA3AM,male,34,English,Never,Never,None,No,Maybe,Yes,Not really sure,KhyaKheu,Male,First,Khya,pleasant
R_10UdtqFj8e0fDXt,female,35,english,Lived 0-5 years,Occasionally,Advanced,Maybe,Yes,Maybe,The pleasant of voice.,KheuKhya,Male,First,Kheu,pleasant
R_10UdtqFj8e0fDXt,female,35,english,Lived 0-5 years,Occasionally,Advanced,Maybe,Yes,Maybe,The pleasant of voice.,KheuKhya,Female,First,Kheu,pleasant
R_12SJdP4Ee0uW76r,female,40,English,Never,Never,None,No,Maybe,Yes,It almost seemed like a higher pitch made the sound lighter and less intimidating. ,KhyaKheu,Female,First,Khya,pleasant
R_12SJdP4Ee0uW76r,female,40,English,Never,Never,None,No,Maybe,Yes,It almost seemed like a higher pitch made the sound lighter and less intimidating. ,KheuKhya,Male,First,Kheu,pleasant
R_1dcRVjRH0bCO3bW,male,24,English,Never,Never,None,No,No,No,I thought both sounds weren't very pleasant sounding but i chose the one that was easier on my ears to listen to.,KhyaKheu,Male,First,Khya,pleasant
R_1dcRVjRH0bCO3bW,male,24,English,Never,Never,None,No,No,No,I thought both sounds weren't very pleasant sounding but i chose the one that was easier on my ears to listen to.,KheuKhya,Female,First,Kheu,pleasant
R_1dNspwFvIghtnRL,male,29,english,Never,Rarely,None,No,Maybe,No,while listening i feel and selected the sound which is natural to me.,KhyaKheu,Male,First,Khya,pleasant
R_1dNspwFvIghtnRL,male,29,english,Never,Rarely,None,No,Maybe,No,while listening i feel and selected the sound which is natural to me.,KhyaKheu,Female,Second,Kheu,pleasant
R_1E6FhI2ahV8zxl0,male,24,english,Short visit(s),Occasionally,Native-like,Maybe,Maybe,Yes,no,KheuKhya,Female,Second,Khya,pleasant
R_1E6FhI2ahV8zxl0,male,24,english,Short visit(s),Occasionally,Native-like,Maybe,Maybe,Yes,no,KhyaKheu,Male,First,Khya,pleasant
R_1F5sd7oqhLFYgEX,male,39,English,Never,Never,None,No,No,Yes,None,KhyaKheu,Male,Second,Kheu,pleasant
R_1F5sd7oqhLFYgEX,male,39,English,Never,Never,None,No,No,Yes,None,KheuKhya,Female,Second,Khya,pleasant
R_1GEtKfiu2fRIrg4,female,28,ENGLISH,Never,Never,None,No,No,No,NA,KheuKhya,Female,First,Kheu,pleasant
R_1GEtKfiu2fRIrg4,female,28,ENGLISH,Never,Never,None,No,No,No,NA,KhyaKheu,Male,Second,Kheu,pleasant
R_1gTJto4CiwASBG8,female,44,english,Never,Never,None,No,No,No,I chose the one that sounded less like a cat hiss.,KhyaKheu,Male,First,Khya,pleasant
R_1gTJto4CiwASBG8,female,44,english,Never,Never,None,No,No,No,I chose the one that sounded less like a cat hiss.,KheuKhya,Female,Second,Khya,pleasant
R_1hYek5tlJM9AWSE,male,34,English,Never,Don't know,None,No,No,No,The first one sounded raspy.,KhyaKheu,Male,Second,Kheu,pleasant
R_1hYek5tlJM9AWSE,male,34,English,Never,Don't know,None,No,No,No,The first one sounded raspy.,KhyaKheu,Female,First,Khya,pleasant
R_1K9lJ6q1ahK4na4,male,30,English,Never,Rarely,None,No,No,Maybe,They just sounded nicer.,KheuKhya,Female,Second,Khya,pleasant
R_1K9lJ6q1ahK4na4,male,30,English,Never,Rarely,None,No,No,Maybe,They just sounded nicer.,KheuKhya,Male,Second,Khya,pleasant
R_1kFhMQySW0xX6Yc,,NA,,,,,,,,,KhyaKheu,Female,First,Khya,pleasant
R_1kFhMQySW0xX6Yc,,NA,,,,,,,,,KhyaKheu,Female,First,Khya,pleasant
R_1mQuceVhwlbv6Kk,male,23,English,Short visit(s),Regularly,None,Maybe,Maybe,No,I went with my gut feeling based on the many emotions I was experiencing for the sake of the boys,KheuKhya,Male,Second,Khya,pleasant
R_1mQuceVhwlbv6Kk,male,23,English,Short visit(s),Regularly,None,Maybe,Maybe,No,I went with my gut feeling based on the many emotions I was experiencing for the sake of the boys,KhyaKheu,Female,First,Khya,pleasant
R_1mV5IefazWFe7K8,female,52,English,Lived 0-5 years,Never,None,Yes,Yes,No,I chose the one that did no grate on my nerves as bad.,KheuKhya,Male,Second,Khya,pleasant
R_1mV5IefazWFe7K8,female,52,English,Lived 0-5 years,Never,None,Yes,Yes,No,I chose the one that did no grate on my nerves as bad.,KheuKhya,Female,Second,Khya,pleasant
R_1mWb38nZaVJ4Zvk,male,42,English,,,,,,,The sound that was more pleasant and not rough. ,KheuKhya,Male,First,Kheu,pleasant
R_1mWb38nZaVJ4Zvk,male,42,English,,,,,,,The sound that was more pleasant and not rough. ,KhyaKheu,Female,First,Khya,pleasant
R_1OTfGIfG5m84hF8,,NA,,,,,,,,,NA,NA,NA,NA,pleasant
R_1OTfGIfG5m84hF8,,NA,,,,,,,,,NA,NA,NA,NA,pleasant
R_1rD5kbtw2rZK0pN,female,25,english,Short visit(s),Occasionally,Intermediate,Yes,Maybe,Maybe,it is about sounds,KheuKhya,Female,Second,Khya,pleasant
R_1rD5kbtw2rZK0pN,female,25,english,Short visit(s),Occasionally,Intermediate,Yes,Maybe,Maybe,it is about sounds,KhyaKheu,Male,Second,Kheu,pleasant
R_1rx1xWiQ7Xk5Pyd,female,27,English,Never,Never,None,No,No,No,I just went with my feelings and if they didn't hurt my ears.,KheuKhya,Female,Second,Khya,pleasant
R_1rx1xWiQ7Xk5Pyd,female,27,English,Never,Never,None,No,No,No,I just went with my feelings and if they didn't hurt my ears.,KhyaKheu,Male,First,Khya,pleasant
R_21o0tMBVMe9lgcx,male,40,english,Never,Never,None,Yes,Maybe,Yes,sounds with more elements more pleasing,KheuKhya,Female,Second,Khya,pleasant
R_21o0tMBVMe9lgcx,male,40,english,Never,Never,None,Yes,Maybe,Yes,sounds with more elements more pleasing,KhyaKheu,Male,First,Khya,pleasant
R_21sw8ggJWQ5K594,male,53,english,Never,Never,None,No,Yes,Yes,maybe the lower sounding volume was more pleasant to me?,KhyaKheu,Female,First,Khya,pleasant
R_21sw8ggJWQ5K594,male,53,english,Never,Never,None,No,Yes,Yes,maybe the lower sounding volume was more pleasant to me?,KheuKhya,Male,First,Kheu,pleasant
R_22RdFFvbEn2qosH,male,29,English,Lived 0-5 years,Occasionally,None,No,Maybe,Maybe,it was slight variant from other.,KhyaKheu,Male,Second,Kheu,pleasant
R_22RdFFvbEn2qosH,male,29,English,Lived 0-5 years,Occasionally,None,No,Maybe,Maybe,it was slight variant from other.,KheuKhya,Female,Second,Khya,pleasant
R_233kxUgpY7Kl694,female,42,ENGLISH,Short visit(s),Occasionally,None,Maybe,Yes,Maybe,BY NOISE,KheuKhya,Female,Second,Khya,pleasant
R_233kxUgpY7Kl694,female,42,ENGLISH,Short visit(s),Occasionally,None,Maybe,Yes,Maybe,BY NOISE,KheuKhya,Male,First,Kheu,pleasant
R_23TuEJngwnFLSgh,male,24,English,Never,Never,None,No,Yes,No,How pleasant the sounds were to my ears influenced my judgment the most,KhyaKheu,Female,First,Khya,pleasant
R_23TuEJngwnFLSgh,male,24,English,Never,Never,None,No,Yes,No,How pleasant the sounds were to my ears influenced my judgment the most,KhyaKheu,Male,Second,Kheu,pleasant
R_27f1luBrabyhDXl,male,25,English,Never,Regularly,None,No,No,Yes,I just went with my instinct and how harsh they sounded to determine which was more pleasant.,KhyaKheu,Male,First,Khya,pleasant
R_27f1luBrabyhDXl,male,25,English,Never,Regularly,None,No,No,Yes,I just went with my instinct and how harsh they sounded to determine which was more pleasant.,KheuKhya,Female,Second,Khya,pleasant
R_2ahvWyG7kgftTUl,female,28,english,Never,Never,None,No,Maybe,Maybe," i choose the answer,  because the sound is loudly and clearly",KheuKhya,Female,First,Kheu,pleasant
R_2ahvWyG7kgftTUl,female,28,english,Never,Never,None,No,Maybe,Maybe," i choose the answer,  because the sound is loudly and clearly",KheuKhya,Male,Second,Khya,pleasant
R_2aVI7kr7Dja4xAH,female,39,English,Never,Rarely,None,No,Yes,No,I chose the clearer one.,KheuKhya,Male,First,Kheu,pleasant
R_2aVI7kr7Dja4xAH,female,39,English,Never,Rarely,None,No,Yes,No,I chose the clearer one.,KheuKhya,Female,Second,Khya,pleasant
R_2bJYCcmeBdLzYMi,male,55,English,Never,Never,None,No,Yes,Yes,They sounded very similar. I just went with my gut reaction. ,KhyaKheu,Female,First,Khya,pleasant
R_2bJYCcmeBdLzYMi,male,55,English,Never,Never,None,No,Yes,Yes,They sounded very similar. I just went with my gut reaction. ,KheuKhya,Male,First,Kheu,pleasant
R_2CdDJNKxvSJ2MsF,male,33,english,Never,Rarely,None,Yes,Yes,No,Well...  it just sounded nicer overall?,KhyaKheu,Female,First,Khya,pleasant
R_2CdDJNKxvSJ2MsF,male,33,english,Never,Rarely,None,Yes,Yes,No,Well...  it just sounded nicer overall?,KhyaKheu,Male,Second,Kheu,pleasant
R_2chm8L5KcxHDjRb,female,43,english,Never,Never,None,No,Yes,No,I think maybe the second was softer or more feminine.,KhyaKheu,Male,Second,Kheu,pleasant
R_2chm8L5KcxHDjRb,female,43,english,Never,Never,None,No,Yes,No,I think maybe the second was softer or more feminine.,KheuKhya,Female,Second,Khya,pleasant
R_2CKAzGk7A0twGfS,male,27,English,Lived 0-5 years,Regularly,Intermediate,Yes,Maybe,Maybe,the quality of the sound made my judgement,KheuKhya,Male,Second,Khya,pleasant
R_2CKAzGk7A0twGfS,male,27,English,Lived 0-5 years,Regularly,Intermediate,Yes,Maybe,Maybe,the quality of the sound made my judgement,KheuKhya,Female,First,Kheu,pleasant
R_2Ckbp2phgP72HJx,female,51,English,Never,Never,None,No,Yes,No,The first one sounded softer and the second one sounded harsher.,KhyaKheu,Female,First,Khya,pleasant
R_2Ckbp2phgP72HJx,female,51,English,Never,Never,None,No,Yes,No,The first one sounded softer and the second one sounded harsher.,KhyaKheu,Male,First,Khya,pleasant
R_2dAtFMGhYtoU93f,male,27,English,Short visit(s),Rarely,None,No,Yes,Maybe,i through the pleasant sounds,KheuKhya,Male,Second,Khya,pleasant
R_2dAtFMGhYtoU93f,male,27,English,Short visit(s),Rarely,None,No,Yes,Maybe,i through the pleasant sounds,KhyaKheu,Female,Second,Kheu,pleasant
R_2f2s3Sr4V55JHcn,female,31,english,Never,Rarely,None,Yes,Maybe,No,one sounded more clashing,KhyaKheu,Male,First,Khya,pleasant
R_2f2s3Sr4V55JHcn,female,31,english,Never,Rarely,None,Yes,Maybe,No,one sounded more clashing,KhyaKheu,Female,First,Khya,pleasant
R_2QikvtaCFizT5ux,male,24,English and Korean,Never,Occasionally,Native-like,Yes,Yes,Yes,I just went with my gut feeling,KhyaKheu,Male,Second,Kheu,pleasant
R_2QikvtaCFizT5ux,male,24,English and Korean,Never,Occasionally,Native-like,Yes,Yes,Yes,I just went with my gut feeling,KheuKhya,Female,Second,Khya,pleasant
R_2SDk4NKUFN8tNyE,male,30,English,Short visit(s),Never,None,Maybe,Maybe,No,No it is different.,KhyaKheu,Female,First,Khya,pleasant
R_2SDk4NKUFN8tNyE,male,30,English,Short visit(s),Never,None,Maybe,Maybe,No,No it is different.,KheuKhya,Male,First,Kheu,pleasant
R_2SdxFi3dIp9uq8B,male,50,possible,Short visit(s),Rarely,Intermediate,Yes,Yes,Yes,good sound,KhyaKheu,Female,Second,Kheu,pleasant
R_2SdxFi3dIp9uq8B,male,50,possible,Short visit(s),Rarely,Intermediate,Yes,Yes,Yes,good sound,KheuKhya,Male,Second,Khya,pleasant
R_2SqT46r6qishmbZ,female,49,English,Never,Never,None,No,No,No,The louder ones were less pleasant becasue they sounded like sneezes and I pictured the snot flying further with the louder ones.,KheuKhya,Male,First,Kheu,pleasant
R_2SqT46r6qishmbZ,female,49,English,Never,Never,None,No,No,No,The louder ones were less pleasant becasue they sounded like sneezes and I pictured the snot flying further with the louder ones.,KhyaKheu,Female,First,Khya,pleasant
R_2TsHkyJf29EBdDr,male,38,English,Never,Never,None,No,Maybe,No,both sound like a cat coughing up hairball ,KhyaKheu,Male,First,Khya,pleasant
R_2TsHkyJf29EBdDr,male,38,English,Never,Never,None,No,Maybe,No,both sound like a cat coughing up hairball ,KheuKhya,Female,Second,Khya,pleasant
R_2TTd51NFkYpViuV,male,32,Bangla,Never,Occasionally,None,No,Maybe,No,"No,Thanks.",KheuKhya,Female,First,Kheu,pleasant
R_2TTd51NFkYpViuV,male,32,Bangla,Never,Occasionally,None,No,Maybe,No,"No,Thanks.",KhyaKheu,Male,Second,Kheu,pleasant
R_2TWTs5p6DyphxTv,male,24,English,Never,Rarely,None,No,No,No,"They were both pretty jarring, but the higher pitched one was slightly less so.",KhyaKheu,Male,First,Khya,pleasant
R_2TWTs5p6DyphxTv,male,24,English,Never,Rarely,None,No,No,No,"They were both pretty jarring, but the higher pitched one was slightly less so.",KhyaKheu,Female,First,Khya,pleasant
R_2uNWbjMIRiRxnDJ,male,34,English,Never,Rarely,None,No,No,Yes,"I don't really know how to explain it, but the first sound in both cases just sounded a little crisper, or ""cleaner.""",KhyaKheu,Female,First,Khya,pleasant
R_2uNWbjMIRiRxnDJ,male,34,English,Never,Rarely,None,No,No,Yes,"I don't really know how to explain it, but the first sound in both cases just sounded a little crisper, or ""cleaner.""",KhyaKheu,Male,First,Khya,pleasant
R_2VjAbdpZ1wpksRI,male,32,english,Never,Occasionally,None,Maybe,Maybe,No,the pleasantness was based for me on how loud it was,KheuKhya,Female,Second,Khya,pleasant
R_2VjAbdpZ1wpksRI,male,32,english,Never,Occasionally,None,Maybe,Maybe,No,the pleasantness was based for me on how loud it was,KhyaKheu,Male,First,Khya,pleasant
R_2wmoqP2WeQgrF3g,male,28,ENGLISH,Lived 0-5 years,Regularly,None,Yes,Yes,Maybe,very nice for him,KheuKhya,Male,First,Kheu,pleasant
R_2wmoqP2WeQgrF3g,male,28,ENGLISH,Lived 0-5 years,Regularly,None,Yes,Yes,Maybe,very nice for him,KhyaKheu,Female,Second,Kheu,pleasant
R_2wsoFMjrnSIEBSn,female,32,English,Never,Rarely,None,No,Yes,No,the one that sounded more like crashing waves was better,KhyaKheu,Male,Second,Kheu,pleasant
R_2wsoFMjrnSIEBSn,female,32,English,Never,Rarely,None,No,Yes,No,the one that sounded more like crashing waves was better,KhyaKheu,Female,Second,Kheu,pleasant
R_2XmOTVa5nHTjHtQ,female,50,English,Lived 0-5 years,Occasionally,Intermediate,Maybe,Maybe,Maybe,good,KhyaKheu,Female,Second,Kheu,pleasant
R_2XmOTVa5nHTjHtQ,female,50,English,Lived 0-5 years,Occasionally,Intermediate,Maybe,Maybe,Maybe,good,KheuKhya,Male,Second,Khya,pleasant
R_2z6kzSHUxVBhjKt,female,39,English,Short visit(s),Occasionally,Novice,Yes,Yes,Yes,"For the first pair of sounds, I liked the less throaty sound and quality of the second sound and I liked the slight variation in tone. For the second pair of sounds, I preferred the first sound because it sounded older and a bit deeper -- I found the second sound in this pair creepy as it sounded like a disembodied child's voice.",KheuKhya,Male,Second,Khya,pleasant
R_2z6kzSHUxVBhjKt,female,39,English,Short visit(s),Occasionally,Novice,Yes,Yes,Yes,"For the first pair of sounds, I liked the less throaty sound and quality of the second sound and I liked the slight variation in tone. For the second pair of sounds, I preferred the first sound because it sounded older and a bit deeper -- I found the second sound in this pair creepy as it sounded like a disembodied child's voice.",KheuKhya,Female,First,Kheu,pleasant
R_2z8RySGHy4cRIgY,female,31,english,Never,Never,None,No,No,No,I chose the ones I did because they sounded like a refreshing drink being opened.,KheuKhya,Male,First,Kheu,pleasant
R_2z8RySGHy4cRIgY,female,31,english,Never,Never,None,No,No,No,I chose the ones I did because they sounded like a refreshing drink being opened.,KhyaKheu,Female,First,Khya,pleasant
R_30kJlT1lTPPwlNP,female,35,English,Never,Regularly,None,Yes,Yes,Yes,I feel the the 2 i chose had a softer range.  The others were jarring for a moment.,KhyaKheu,Female,First,Khya,pleasant
